,song,artist,track_url,track_id,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
178,Love$ick,Mura Masa,https://open.spotify.com/track/5v9N8Rx3QsFvr50cxyQcA3,5v9N8Rx3QsFvr50cxyQcA3,0.126,https://api.spotify.com/v1/audio-analysis/5v9N8Rx3QsFvr50cxyQcA3,0.665,192160.0,0.771,0.00449,1.0,0.27,-5.124,0.0,0.14,88.835,4.0,https://api.spotify.com/v1/tracks/5v9N8Rx3QsFvr50cxyQcA3,audio_features,spotify:track:5v9N8Rx3QsFvr50cxyQcA3,0.732
179,Uptown Funk,Mark Ronson,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,32OlwWuMpZ6b0aN2RZOeMS,0.00801,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,0.856,269667.0,0.609,8.15e-05,0.0,0.0344,-7.223,1.0,0.0824,114.988,4.0,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,audio_features,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0.928
180,Pumped Up Kicks,Foster The People,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,7w87IxuO7BDcJ3YUqCyMTT,0.145,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,0.733,239600.0,0.71,0.115,5.0,0.0956,-5.849,0.0,0.0292,127.975,4.0,https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT,audio_features,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,0.965
181,Bohemian Rhapsody - Remastered 2011,Queen,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY,1AhDOtG9vPSOmsWgNW0BEY,0.271,https://api.spotify.com/v1/audio-analysis/1AhDOtG9vPSOmsWgNW0BEY,0.414,354320.0,0.404,0.0,0.0,0.3,-9.928,0.0,0.0499,71.105,4.0,https://api.spotify.com/v1/tracks/1AhDOtG9vPSOmsWgNW0BEY,audio_features,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,0.224
182,Chillax (feat. Ky-Mani Marley),Farruko,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,1lxswgIpzV6HhENRvkflES,0.0724,https://api.spotify.com/v1/audio-analysis/1lxswgIpzV6HhENRvkflES,0.827,197840.0,0.646,0.0,1.0,0.247,-4.727,0.0,0.0766,92.057,4.0,https://api.spotify.com/v1/tracks/1lxswgIpzV6HhENRvkflES,audio_features,spotify:track:1lxswgIpzV6HhENRvkflES,0.512
183,My House,Flo Rida,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1,6Knv6wdA0luoMUuuoYi2i1,0.0215,https://api.spotify.com/v1/audio-analysis/6Knv6wdA0luoMUuuoYi2i1,0.688,192191.0,0.702,0.0,7.0,0.128,-4.792,0.0,0.0499,94.006,4.0,https://api.spotify.com/v1/tracks/6Knv6wdA0luoMUuuoYi2i1,audio_features,spotify:track:6Knv6wdA0luoMUuuoYi2i1,0.74
184,Sugar (feat. Francesco Yates),Robin Schulz,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w,5tf1VVWniHgryyumXyJM7w,0.0185,https://api.spotify.com/v1/audio-analysis/5tf1VVWniHgryyumXyJM7w,0.636,219043.0,0.815,0.0,5.0,0.163,-5.098,0.0,0.0581,123.063,4.0,https://api.spotify.com/v1/tracks/5tf1VVWniHgryyumXyJM7w,audio_features,spotify:track:5tf1VVWniHgryyumXyJM7w,0.636
185,True Colors,The Weeknd,https://open.spotify.com/track/6i759FCuKx713ZnYjtpQGU,6i759FCuKx713ZnYjtpQGU,0.284,https://api.spotify.com/v1/audio-analysis/6i759FCuKx713ZnYjtpQGU,0.616,206027.0,0.424,0.0,1.0,0.173,-8.237,1.0,0.251,76.676,4.0,https://api.spotify.com/v1/tracks/6i759FCuKx713ZnYjtpQGU,audio_features,spotify:track:6i759FCuKx713ZnYjtpQGU,0.582
186,Cocoon,Milky Chance,https://open.spotify.com/track/0L87MffumRNWrY2SNUFcvs,0L87MffumRNWrY2SNUFcvs,0.0983,https://api.spotify.com/v1/audio-analysis/0L87MffumRNWrY2SNUFcvs,0.741,255160.0,0.653,0.000213,10.0,0.065,-6.8,1.0,0.0327,114.033,4.0,https://api.spotify.com/v1/tracks/0L87MffumRNWrY2SNUFcvs,audio_features,spotify:track:0L87MffumRNWrY2SNUFcvs,0.81
187,Adventure Of A Lifetime,Coldplay,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,69uxyAqqPIsUyTO8txoP2M,0.00205,https://api.spotify.com/v1/audio-analysis/69uxyAqqPIsUyTO8txoP2M,0.638,263787.0,0.924,0.000173,7.0,0.149,-3.887,1.0,0.0359,111.995,4.0,https://api.spotify.com/v1/tracks/69uxyAqqPIsUyTO8txoP2M,audio_features,spotify:track:69uxyAqqPIsUyTO8txoP2M,0.529
188,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,3bidbhpOYeV4knp8AIu8Xn,0.0291,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,0.641,258343.0,0.922,0.0,2.0,0.0862,-4.457,1.0,0.0786,146.078,4.0,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,audio_features,spotify:track:3bidbhpOYeV4knp8AIu8Xn,0.847
189,Hasta el Amanecer,Nicky Jam,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,5Fim1gaXBgsiFfsQAfQSDS,0.282,https://api.spotify.com/v1/audio-analysis/5Fim1gaXBgsiFfsQAfQSDS,0.832,198707.0,0.608,0.0,6.0,0.0761,-6.042,0.0,0.0385,94.013,4.0,https://api.spotify.com/v1/tracks/5Fim1gaXBgsiFfsQAfQSDS,audio_features,spotify:track:5Fim1gaXBgsiFfsQAfQSDS,0.589
190,goosebumps,Travis Scott,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,6gBFPUFcJLzWGx4lenP6h2,0.0847,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,0.841,243837.0,0.728,0.0,7.0,0.149,-3.37,1.0,0.0484,130.049,4.0,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,audio_features,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.43
191,Mr. Brightside,The Killers,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,7oK9VyNzrYvRFo7nQEYkWN,0.00108,https://api.spotify.com/v1/audio-analysis/7oK9VyNzrYvRFo7nQEYkWN,0.33,222587.0,0.936,0.0,1.0,0.0926,-3.66,1.0,0.0917,148.112,4.0,https://api.spotify.com/v1/tracks/7oK9VyNzrYvRFo7nQEYkWN,audio_features,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,0.234
192,Stay (feat. Maty Noyes),Kygo,https://open.spotify.com/track/2FiSTH0GYpIioUgjfzMIja,2FiSTH0GYpIioUgjfzMIja,0.0444,https://api.spotify.com/v1/audio-analysis/2FiSTH0GYpIioUgjfzMIja,0.648,239465.0,0.736,0.000137,8.0,0.171,-7.948,1.0,0.0385,103.027,4.0,https://api.spotify.com/v1/tracks/2FiSTH0GYpIioUgjfzMIja,audio_features,spotify:track:2FiSTH0GYpIioUgjfzMIja,0.378
193,White Iverson,Post Malone,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,6eT7xZZlB2mwyzJ2sUKG6w,0.233,https://api.spotify.com/v1/audio-analysis/6eT7xZZlB2mwyzJ2sUKG6w,0.675,256533.0,0.562,0.0,7.0,0.0816,-7.678,1.0,0.0352,130.098,4.0,https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w,audio_features,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,0.309
194,Famous,Kanye West,https://open.spotify.com/track/19a3JfW8BQwqHWUMbcqSx8,19a3JfW8BQwqHWUMbcqSx8,0.0602,https://api.spotify.com/v1/audio-analysis/19a3JfW8BQwqHWUMbcqSx8,0.474,196040.0,0.741,0.0,6.0,0.115,-3.69,1.0,0.111,174.1,4.0,https://api.spotify.com/v1/tracks/19a3JfW8BQwqHWUMbcqSx8,audio_features,spotify:track:19a3JfW8BQwqHWUMbcqSx8,0.402
195,All of Me,John Legend,https://open.spotify.com/track/2q6tgiA9tpb6DMguABwCWE,2q6tgiA9tpb6DMguABwCWE,0.922,https://api.spotify.com/v1/audio-analysis/2q6tgiA9tpb6DMguABwCWE,0.422,269560.0,0.264,0.0,8.0,0.132,-7.064,1.0,0.0322,119.93,4.0,https://api.spotify.com/v1/tracks/2q6tgiA9tpb6DMguABwCWE,audio_features,spotify:track:2q6tgiA9tpb6DMguABwCWE,0.331
196,Sugar,Maroon 5,https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5,494OU6M7NOf4ICYb4zWCf5,0.0591,https://api.spotify.com/v1/audio-analysis/494OU6M7NOf4ICYb4zWCf5,0.748,235493.0,0.788,0.0,1.0,0.0863,-7.055,1.0,0.0334,120.076,4.0,https://api.spotify.com/v1/tracks/494OU6M7NOf4ICYb4zWCf5,audio_features,spotify:track:494OU6M7NOf4ICYb4zWCf5,0.884
197,Let Her Go,Passenger,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,2jyjhRf6DVbMPU5zxagN2h,0.385,https://api.spotify.com/v1/audio-analysis/2jyjhRf6DVbMPU5zxagN2h,0.509,252867.0,0.538,0.0,7.0,0.104,-7.335,1.0,0.0572,75.089,4.0,https://api.spotify.com/v1/tracks/2jyjhRf6DVbMPU5zxagN2h,audio_features,spotify:track:2jyjhRf6DVbMPU5zxagN2h,0.244
198,Bobo,J Balvin,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,7AtlMCIauSQZqiXSlbBPW6,0.117,https://api.spotify.com/v1/audio-analysis/7AtlMCIauSQZqiXSlbBPW6,0.729,209427.0,0.888,1.55e-05,10.0,0.125,-2.864,1.0,0.122,177.908,4.0,https://api.spotify.com/v1/tracks/7AtlMCIauSQZqiXSlbBPW6,audio_features,spotify:track:7AtlMCIauSQZqiXSlbBPW6,0.8
199,Shape of You,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,0.581,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,0.825,233713.0,0.652,0.0,1.0,0.0931,-3.183,0.0,0.0802,95.977,4.0,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,audio_features,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.931
200,Castle on the Hill,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,6PCUP3dWmTjcTtXY02oFdT,0.0232,https://api.spotify.com/v1/audio-analysis/6PCUP3dWmTjcTtXY02oFdT,0.461,261154.0,0.834,1.14e-05,2.0,0.14,-4.868,1.0,0.0989,135.007,4.0,https://api.spotify.com/v1/tracks/6PCUP3dWmTjcTtXY02oFdT,audio_features,spotify:track:6PCUP3dWmTjcTtXY02oFdT,0.471
201,Don't Leave,Snakehips,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,0Zx8khUcEfCFK2AEoIhC92,0.222,https://api.spotify.com/v1/audio-analysis/0Zx8khUcEfCFK2AEoIhC92,0.657,214693.0,0.703,0.0,1.0,0.256,-3.402,1.0,0.0753,122.381,4.0,https://api.spotify.com/v1/tracks/0Zx8khUcEfCFK2AEoIhC92,audio_features,spotify:track:0Zx8khUcEfCFK2AEoIhC92,0.338
202,The A Team,Ed Sheeran,https://open.spotify.com/track/1VdZ0vKfR5jneCmWIUAMxK,1VdZ0vKfR5jneCmWIUAMxK,0.669,https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK,0.642,258373.0,0.289,0.0,9.0,0.18,-9.918,1.0,0.0367,84.996,4.0,https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK,audio_features,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,0.407
203,I See Fire - From |The Hobbit - The Desolation Of Smaug|,Ed Sheeran,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,3B7udSGy2PfgoCniMSb523,0.559,https://api.spotify.com/v1/audio-analysis/3B7udSGy2PfgoCniMSb523,0.581,300840.0,0.0549,0.0,10.0,0.0718,-20.514,0.0,0.0397,152.037,4.0,https://api.spotify.com/v1/tracks/3B7udSGy2PfgoCniMSb523,audio_features,spotify:track:3B7udSGy2PfgoCniMSb523,0.234
204,It's Gotta Be You,Isaiah,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,6cAKeFFYW2aClZSUyvqAEW,0.221,https://api.spotify.com/v1/audio-analysis/6cAKeFFYW2aClZSUyvqAEW,0.433,193447.0,0.745,0.0,8.0,0.0981,-4.632,1.0,0.0377,95.472,4.0,https://api.spotify.com/v1/tracks/6cAKeFFYW2aClZSUyvqAEW,audio_features,spotify:track:6cAKeFFYW2aClZSUyvqAEW,0.588
205,Don't,Ed Sheeran,https://open.spotify.com/track/6gTJaPuj8DT8RjuDJyBgzP,6gTJaPuj8DT8RjuDJyBgzP,0.0113,https://api.spotify.com/v1/audio-analysis/6gTJaPuj8DT8RjuDJyBgzP,0.806,219840.0,0.608,0.0,1.0,0.635,-7.008,1.0,0.0659,95.049,4.0,https://api.spotify.com/v1/tracks/6gTJaPuj8DT8RjuDJyBgzP,audio_features,spotify:track:6gTJaPuj8DT8RjuDJyBgzP,0.849
206,Tenerife Sea,Ed Sheeran,https://open.spotify.com/track/6vSwxzO2Qf4BinHSXRwZJe,6vSwxzO2Qf4BinHSXRwZJe,0.697,https://api.spotify.com/v1/audio-analysis/6vSwxzO2Qf4BinHSXRwZJe,0.53,241347.0,0.346,1.07e-05,8.0,0.105,-10.497,1.0,0.0376,121.876,4.0,https://api.spotify.com/v1/tracks/6vSwxzO2Qf4BinHSXRwZJe,audio_features,spotify:track:6vSwxzO2Qf4BinHSXRwZJe,0.359
207,Cake,Flo Rida,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,6t2ubAB4iSYOuIpRAOGd4t,0.0729,https://api.spotify.com/v1/audio-analysis/6t2ubAB4iSYOuIpRAOGd4t,0.786,157165.0,0.854,1.63e-06,2.0,0.179,-4.247,1.0,0.0523,105.078,4.0,https://api.spotify.com/v1/tracks/6t2ubAB4iSYOuIpRAOGd4t,audio_features,spotify:track:6t2ubAB4iSYOuIpRAOGd4t,0.687
208,Give Me Love,Ed Sheeran,https://open.spotify.com/track/0SuG9kyzGRpDqrCWtgD6Lq,0SuG9kyzGRpDqrCWtgD6Lq,0.694,https://api.spotify.com/v1/audio-analysis/0SuG9kyzGRpDqrCWtgD6Lq,0.526,526387.0,0.328,0.0,1.0,0.112,-9.864,1.0,0.0461,116.068,4.0,https://api.spotify.com/v1/tracks/0SuG9kyzGRpDqrCWtgD6Lq,audio_features,spotify:track:0SuG9kyzGRpDqrCWtgD6Lq,0.11
209,Moves,Big Sean,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,0Fv5N0cHBsl4bzCbollCAS,0.0541,https://api.spotify.com/v1/audio-analysis/0Fv5N0cHBsl4bzCbollCAS,0.789,142907.0,0.53,0.0,2.0,0.164,-6.2,1.0,0.293,75.515,4.0,https://api.spotify.com/v1/tracks/0Fv5N0cHBsl4bzCbollCAS,audio_features,spotify:track:0Fv5N0cHBsl4bzCbollCAS,0.367
210,Party,Chris Brown,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk,05Z7jet4VDNVgNQWcYHnrk,0.0556,https://api.spotify.com/v1/audio-analysis/05Z7jet4VDNVgNQWcYHnrk,0.762,220813.0,0.576,0.0,1.0,0.0869,-4.951,0.0,0.0829,142.096,4.0,https://api.spotify.com/v1/tracks/05Z7jet4VDNVgNQWcYHnrk,audio_features,spotify:track:05Z7jet4VDNVgNQWcYHnrk,0.316
211,'Till I Collapse,Eminem,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,6yr8GiTHWvFfi4o6Q5ebdT,0.0748,https://api.spotify.com/v1/audio-analysis/6yr8GiTHWvFfi4o6Q5ebdT,0.551,297893.0,0.851,0.0,1.0,0.0784,-3.277,1.0,0.197,171.411,4.0,https://api.spotify.com/v1/tracks/6yr8GiTHWvFfi4o6Q5ebdT,audio_features,spotify:track:6yr8GiTHWvFfi4o6Q5ebdT,0.1
212,You Don't Know Me - Radio Edit,Jax Jones,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,00lNx0OcTJrS3MKHcB80HY,0.163,https://api.spotify.com/v1/audio-analysis/00lNx0OcTJrS3MKHcB80HY,0.876,213947.0,0.669,0.0,11.0,0.185,-6.054,0.0,0.138,124.007,4.0,https://api.spotify.com/v1/tracks/00lNx0OcTJrS3MKHcB80HY,audio_features,spotify:track:00lNx0OcTJrS3MKHcB80HY,0.682
213,Paris,The Chainsmokers,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,72jbDTw1piOOj770jWNeaG,0.0215,https://api.spotify.com/v1/audio-analysis/72jbDTw1piOOj770jWNeaG,0.653,221507.0,0.658,1.66e-06,2.0,0.0939,-6.428,1.0,0.0304,99.99,4.0,https://api.spotify.com/v1/tracks/72jbDTw1piOOj770jWNeaG,audio_features,spotify:track:72jbDTw1piOOj770jWNeaG,0.219
214,Despacito (Featuring Daddy Yankee),Luis Fonsi,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,4aWmUDTfIPGksMNLV2rQP2,0.209,https://api.spotify.com/v1/audio-analysis/4aWmUDTfIPGksMNLV2rQP2,0.66,228200.0,0.786,0.0,2.0,0.112,-4.757,1.0,0.17,177.833,4.0,https://api.spotify.com/v1/tracks/4aWmUDTfIPGksMNLV2rQP2,audio_features,spotify:track:4aWmUDTfIPGksMNLV2rQP2,0.846
215,On Hold,The xx,https://open.spotify.com/track/5CPqOpKSk0QcJ3dGdaWcRB,5CPqOpKSk0QcJ3dGdaWcRB,0.0522,https://api.spotify.com/v1/audio-analysis/5CPqOpKSk0QcJ3dGdaWcRB,0.723,224133.0,0.669,0.192,0.0,0.109,-6.784,1.0,0.0348,125.051,4.0,https://api.spotify.com/v1/tracks/5CPqOpKSk0QcJ3dGdaWcRB,audio_features,spotify:track:5CPqOpKSk0QcJ3dGdaWcRB,0.35
216,Say Something Loving,The xx,https://open.spotify.com/track/728zbo72kOoYdGR3AhNsyF,728zbo72kOoYdGR3AhNsyF,0.296,https://api.spotify.com/v1/audio-analysis/728zbo72kOoYdGR3AhNsyF,0.627,238373.0,0.721,6.41e-05,0.0,0.231,-7.782,0.0,0.0304,130.08,4.0,https://api.spotify.com/v1/tracks/728zbo72kOoYdGR3AhNsyF,audio_features,spotify:track:728zbo72kOoYdGR3AhNsyF,0.383
217,T-Shirt,Migos,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,7KOlJ92bu51cltsD9KU5I7,0.242,https://api.spotify.com/v1/audio-analysis/7KOlJ92bu51cltsD9KU5I7,0.865,242407.0,0.687,0.0,10.0,0.158,-3.744,0.0,0.217,139.023,4.0,https://api.spotify.com/v1/tracks/7KOlJ92bu51cltsD9KU5I7,audio_features,spotify:track:7KOlJ92bu51cltsD9KU5I7,0.486
218,Oceans Away,A R I Z O N A,https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I,6A8dnC0xkiuWN4BshmTB2I,0.13,https://api.spotify.com/v1/audio-analysis/6A8dnC0xkiuWN4BshmTB2I,0.617,194013.0,0.642,0.157,8.0,0.0929,-8.624,1.0,0.0334,105.885,4.0,https://api.spotify.com/v1/tracks/6A8dnC0xkiuWN4BshmTB2I,audio_features,spotify:track:6A8dnC0xkiuWN4BshmTB2I,0.221
219,Dangerous,The xx,https://open.spotify.com/track/33B2QbtAj8mbDpwvGTOnBt,33B2QbtAj8mbDpwvGTOnBt,0.00224,https://api.spotify.com/v1/audio-analysis/33B2QbtAj8mbDpwvGTOnBt,0.774,250000.0,0.709,0.00224,8.0,0.21,-6.166,1.0,0.0465,119.982,4.0,https://api.spotify.com/v1/tracks/33B2QbtAj8mbDpwvGTOnBt,audio_features,spotify:track:33B2QbtAj8mbDpwvGTOnBt,0.565
220,History,Olivia Holt,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF,0WCEaydwN65cvwaW8aqptF,0.096,https://api.spotify.com/v1/audio-analysis/0WCEaydwN65cvwaW8aqptF,0.76,203992.0,0.63,0.0,1.0,0.113,-6.752,1.0,0.0582,100.977,4.0,https://api.spotify.com/v1/tracks/0WCEaydwN65cvwaW8aqptF,audio_features,spotify:track:0WCEaydwN65cvwaW8aqptF,0.502
221,Romantic - NOTD Remix,Stanaj,https://open.spotify.com/track/3SGWp9fJCzgK0WcpcKSQdy,3SGWp9fJCzgK0WcpcKSQdy,0.218,https://api.spotify.com/v1/audio-analysis/3SGWp9fJCzgK0WcpcKSQdy,0.746,184840.0,0.631,0.0,8.0,0.222,-7.968,0.0,0.231,104.047,4.0,https://api.spotify.com/v1/tracks/3SGWp9fJCzgK0WcpcKSQdy,audio_features,spotify:track:3SGWp9fJCzgK0WcpcKSQdy,0.342
222,The Other,Lauv,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,1lntL1cI2UIWlxjL5QiN8g,0.421,https://api.spotify.com/v1/audio-analysis/1lntL1cI2UIWlxjL5QiN8g,0.38,189333.0,0.553,2.63e-06,7.0,0.0788,-6.621,1.0,0.0653,179.629,4.0,https://api.spotify.com/v1/tracks/1lntL1cI2UIWlxjL5QiN8g,audio_features,spotify:track:1lntL1cI2UIWlxjL5QiN8g,0.384
223,On My Way,Tiësto,https://open.spotify.com/track/4hiUYb2nb6NlfTP9CD38Pe,4hiUYb2nb6NlfTP9CD38Pe,0.00981,https://api.spotify.com/v1/audio-analysis/4hiUYb2nb6NlfTP9CD38Pe,0.629,183710.0,0.764,0.0,7.0,0.221,-4.023,1.0,0.036,123.972,4.0,https://api.spotify.com/v1/tracks/4hiUYb2nb6NlfTP9CD38Pe,audio_features,spotify:track:4hiUYb2nb6NlfTP9CD38Pe,0.577
224,Issues,Julia Michaels,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,1sXUWdKx03aP9Gmzft58rt,0.368,https://api.spotify.com/v1/audio-analysis/1sXUWdKx03aP9Gmzft58rt,0.683,176347.0,0.427,0.0,8.0,0.0604,-6.827,1.0,0.0777,113.634,4.0,https://api.spotify.com/v1/tracks/1sXUWdKx03aP9Gmzft58rt,audio_features,spotify:track:1sXUWdKx03aP9Gmzft58rt,0.426
225,Not Afraid Anymore,Halsey,https://open.spotify.com/track/1uoL9GX45dTnmrWQ7Ii1Ft,1uoL9GX45dTnmrWQ7Ii1Ft,0.00308,https://api.spotify.com/v1/audio-analysis/1uoL9GX45dTnmrWQ7Ii1Ft,0.548,226800.0,0.731,4.02e-05,5.0,0.123,-6.997,0.0,0.0704,131.973,4.0,https://api.spotify.com/v1/tracks/1uoL9GX45dTnmrWQ7Ii1Ft,audio_features,spotify:track:1uoL9GX45dTnmrWQ7Ii1Ft,0.477
226,Te Quiero Pa´Mi,Don Omar,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,3BY2mafsbsoKGqS380Xnuz,0.125,https://api.spotify.com/v1/audio-analysis/3BY2mafsbsoKGqS380Xnuz,0.761,211627.0,0.82,2.1e-05,1.0,0.183,-4.003,1.0,0.0623,88.997,4.0,https://api.spotify.com/v1/tracks/3BY2mafsbsoKGqS380Xnuz,audio_features,spotify:track:3BY2mafsbsoKGqS380Xnuz,0.619
227,Somebody Else,VÉRITÉ,https://open.spotify.com/track/34i4yxPrHWquuR4kjiivFO,34i4yxPrHWquuR4kjiivFO,0.201,https://api.spotify.com/v1/audio-analysis/34i4yxPrHWquuR4kjiivFO,0.674,233077.0,0.593,0.000529,11.0,0.209,-6.47,0.0,0.0582,116.995,4.0,https://api.spotify.com/v1/tracks/34i4yxPrHWquuR4kjiivFO,audio_features,spotify:track:34i4yxPrHWquuR4kjiivFO,0.464
228,Lips,The xx,https://open.spotify.com/track/1onfcprzpSGh2LqrBh17AA,1onfcprzpSGh2LqrBh17AA,0.494,https://api.spotify.com/v1/audio-analysis/1onfcprzpSGh2LqrBh17AA,0.523,200627.0,0.591,0.511,1.0,0.0788,-8.772,1.0,0.0543,173.94,4.0,https://api.spotify.com/v1/tracks/1onfcprzpSGh2LqrBh17AA,audio_features,spotify:track:1onfcprzpSGh2LqrBh17AA,0.195
229,I Dare You,The xx,https://open.spotify.com/track/044qU7kwVZaDwzWnRsmVVL,044qU7kwVZaDwzWnRsmVVL,0.623,https://api.spotify.com/v1/audio-analysis/044qU7kwVZaDwzWnRsmVVL,0.752,233280.0,0.543,0.0706,1.0,0.107,-9.483,1.0,0.0398,126.001,4.0,https://api.spotify.com/v1/tracks/044qU7kwVZaDwzWnRsmVVL,audio_features,spotify:track:044qU7kwVZaDwzWnRsmVVL,0.282
230,El Amante,Nicky Jam,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,3umS4y3uQDkqekNjVpiRUs,0.243,https://api.spotify.com/v1/audio-analysis/3umS4y3uQDkqekNjVpiRUs,0.683,219507.0,0.691,0.0,8.0,0.14,-5.535,1.0,0.0432,179.91,4.0,https://api.spotify.com/v1/tracks/3umS4y3uQDkqekNjVpiRUs,audio_features,spotify:track:3umS4y3uQDkqekNjVpiRUs,0.732
231,Moving On and Getting Over,John Mayer,https://open.spotify.com/track/1crSsvtU9wZB15dIQXV2QH,1crSsvtU9wZB15dIQXV2QH,0.591,https://api.spotify.com/v1/audio-analysis/1crSsvtU9wZB15dIQXV2QH,0.85,265360.0,0.461,0.0409,6.0,0.1,-9.018,0.0,0.0539,94.038,4.0,https://api.spotify.com/v1/tracks/1crSsvtU9wZB15dIQXV2QH,audio_features,spotify:track:1crSsvtU9wZB15dIQXV2QH,0.628
232,City Of Stars - From |La La Land| Soundtrack,Ryan Gosling,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,0LtVx5vsq9nfpGsWgjUin6,0.91,https://api.spotify.com/v1/audio-analysis/0LtVx5vsq9nfpGsWgjUin6,0.483,149720.0,0.121,0.0,2.0,0.0885,-15.133,0.0,0.0349,106.032,4.0,https://api.spotify.com/v1/tracks/0LtVx5vsq9nfpGsWgjUin6,audio_features,spotify:track:0LtVx5vsq9nfpGsWgjUin6,0.419
233,Both (feat. Drake),Gucci Mane,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,5tFep7dXGd7vEJ668wTPux,0.119,https://api.spotify.com/v1/audio-analysis/5tFep7dXGd7vEJ668wTPux,0.85,190312.0,0.405,0.000118,7.0,0.0707,-7.509,0.0,0.225,139.976,4.0,https://api.spotify.com/v1/tracks/5tFep7dXGd7vEJ668wTPux,audio_features,spotify:track:5tFep7dXGd7vEJ668wTPux,0.344
234,Love on the Weekend,John Mayer,https://open.spotify.com/track/0oiCeOPwm4zhwfyIpAE37y,0oiCeOPwm4zhwfyIpAE37y,0.623,https://api.spotify.com/v1/audio-analysis/0oiCeOPwm4zhwfyIpAE37y,0.718,212320.0,0.583,0.000662,7.0,0.0612,-7.884,1.0,0.0288,119.97,4.0,https://api.spotify.com/v1/tracks/0oiCeOPwm4zhwfyIpAE37y,audio_features,spotify:track:0oiCeOPwm4zhwfyIpAE37y,0.422
